human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
1.0,0.23579047520907404,0.9233544796258242,0.05577531980757066,0.5846917403151373,0.4179714109493011,0.42779175093361715,0.2682185022536749,0.5001066289308576,0.3561537229463141,0.4412908139341817
0.23579047520907404,1.0,0.12776237530109136,0.06261810547010661,-0.06461779511722611,-0.05611567440638201,0.25024961846538146,-0.02281340455636987,0.10517839139785072,0.03458643787934591,-0.13051825810580928
0.9233544796258242,0.12776237530109136,1.0,0.22061934358091098,0.6951821548703376,0.46316634042085636,0.29437469012643946,0.3867223994182259,0.6324633409992744,0.4737366229490881,0.27578690228362895
0.05577531980757066,0.06261810547010661,0.22061934358091098,1.0,0.4602266293351864,0.4407257301115281,0.28394360450636646,0.3412199214539215,0.34248310491735506,0.40060574871739235,0.28992825651691445
0.5846917403151373,-0.06461779511722611,0.6951821548703376,0.4602266293351864,1.0,0.7146697280500498,0.21915319710970702,0.4112521256701444,0.7405845316259934,0.49362328882576184,0.35983361379488205
0.4179714109493011,-0.05611567440638201,0.46316634042085636,0.4407257301115281,0.7146697280500498,1.0,0.5934019825988766,0.2001396773367631,0.4296192742073012,0.2845130829020111,0.5729901714456543
0.42779175093361715,0.25024961846538146,0.29437469012643946,0.28394360450636646,0.21915319710970702,0.5934019825988766,1.0,0.17648838755794657,0.0014526526399718596,0.14963181501706163,0.5855710131324071
0.2682185022536749,-0.02281340455636987,0.3867223994182259,0.3412199214539215,0.4112521256701444,0.2001396773367631,0.17648838755794657,1.0,0.6446226005785696,0.32670543599997337,0.27331542986329604
0.5001066289308576,0.10517839139785072,0.6324633409992744,0.34248310491735506,0.7405845316259934,0.4296192742073012,0.0014526526399718596,0.6446226005785696,1.0,0.17518753896362793,0.24722774587973978
0.3561537229463141,0.03458643787934591,0.4737366229490881,0.40060574871739235,0.49362328882576184,0.2845130829020111,0.14963181501706163,0.32670543599997337,0.17518753896362793,1.0,0.20456455010767338
0.4412908139341817,-0.13051825810580928,0.27578690228362895,0.28992825651691445,0.35983361379488205,0.5729901714456543,0.5855710131324071,0.27331542986329604,0.24722774587973978,0.20456455010767338,1.0
